
YEAR,MO,DY,HR,QV2M,RH2M,PRECTOTCORR,PS
2022,2,16,4,12.51,83.31,0.0,97.84
2022,2,16,5,12.27,83.44,0.0,97.9
2022,2,16,6,12.21,78.56,0.0,97.97
2022,2,16,7,11.84,65.06,0.0,98.04
2022,2,16,8,11.35,54.25,0.0,98.09
2022,2,16,9,11.29,47.62,0.0,98.09
2022,2,16,10,11.54,44.38,0.0,98.02
2022,2,16,11,11.9,42.5,0.0,97.9
2022,2,16,12,12.15,41.25,0.0,97.77
2022,2,16,13,12.33,40.5,0.0,97.63
2022,2,16,14,12.33,40.19,0.0,97.53
2022,2,16,15,12.39,41.06,0.0,97.49
2022,2,16,16,13.31,46.88,0.0,97.51
2022,2,16,17,14.83,60.38,0.0,97.55
2022,2,16,18,14.34,62.75,0.0,97.63
2022,2,16,19,14.4,65.75,0.0,97.71
2022,2,16,20,14.53,69.75,0.0,97.79
2022,2,16,21,14.1,70.75,0.0,97.84
2022,2,16,22,13.67,71.88,0.0,97.85
2022,2,16,23,13.49,73.94,0.0,97.83
2022,2,17,0,13.37,76.0,0.0,97.78
2022,2,17,1,13.24,78.06,0.0,97.73
2022,2,17,2,13.06,79.69,0.0,97.7
2022,2,17,3,12.82,80.62,0.0,97.72
2022,2,17,4,12.63,80.94,0.0,97.76
2022,2,17,5,12.39,81.12,0.0,97.84
2022,2,17,6,12.7,77.62,0.0,97.91
2022,2,17,7,12.27,62.19,0.0,97.96
2022,2,17,8,12.7,55.12,0.0,97.99
2022,2,17,9,13.31,52.12,0.0,97.98
2022,2,17,10,13.67,49.62,0.0,97.9
2022,2,17,11,13.98,47.69,0.0,97.78
2022,2,17,12,14.16,46.56,0.0,97.65
2022,2,17,13,14.1,45.25,0.0,97.54
2022,2,17,14,14.04,45.25,0.0,97.46
2022,2,17,15,14.1,46.69,0.0,97.43
2022,2,17,16,14.77,51.88,0.0,97.45
2022,2,17,17,16.3,63.88,0.0,97.51
2022,2,17,18,15.99,66.69,0.0,97.58
2022,2,17,19,16.42,72.0,0.0,97.68
2022,2,17,20,16.91,77.75,0.01,97.76
2022,2,17,21,16.97,80.69,0.02,97.8
2022,2,17,22,16.66,81.19,0.01,97.8
2022,2,17,23,16.3,80.56,0.0,97.78
2022,2,18,0,15.75,79.62,0.0,97.72
2022,2,18,1,15.38,79.88,0.0,97.67
2022,2,18,2,15.08,80.75,0.0,97.63
2022,2,18,3,14.59,81.19,0.0,97.63
2022,2,18,4,14.16,81.25,0.0,97.68
2022,2,18,5,13.73,82.06,0.0,97.75
2022,2,18,6,13.85,79.31,0.0,97.85
2022,2,18,7,13.18,65.06,0.0,97.93
2022,2,18,8,12.21,52.69,0.0,97.97
2022,2,18,9,11.66,44.94,0.0,97.97
2022,2,18,10,11.72,41.44,0.0,97.9
2022,2,18,11,12.21,40.5,0.0,97.78
2022,2,18,12,12.51,39.75,0.0,97.65
2022,2,18,13,12.39,38.44,0.0,97.51
2022,2,18,14,12.21,37.81,0.0,97.42
2022,2,18,15,12.21,38.75,0.0,97.37
2022,2,18,16,13.0,44.12,0.0,97.38
2022,2,18,17,15.32,59.94,0.0,97.42
2022,2,18,18,15.26,65.5,0.0,97.5
2022,2,18,19,15.38,69.62,0.0,97.62
2022,2,18,20,15.62,73.0,0.0,97.74
2022,2,18,21,15.56,74.56,0.0,97.81
2022,2,18,22,15.26,73.94,0.0,97.82
2022,2,18,23,15.08,75.19,0.0,97.8
2022,2,19,0,14.89,77.19,0.0,97.75
2022,2,19,1,14.65,78.56,0.0,97.68
2022,2,19,2,14.4,80.06,0.0,97.65
2022,2,19,3,14.1,81.38,0.0,97.66
2022,2,19,4,13.73,82.31,0.0,97.7
2022,2,19,5,13.37,82.94,0.0,97.76
2022,2,19,6,13.37,78.75,0.0,97.85
2022,2,19,7,12.76,63.25,0.0,97.92
2022,2,19,8,11.84,50.62,0.0,97.96
2022,2,19,9,11.05,41.5,0.0,97.98
2022,2,19,10,10.99,37.62,0.0,97.92
2022,2,19,11,11.29,36.25,0.0,97.83
2022,2,19,12,11.41,34.88,0.0,97.72
2022,2,19,13,11.35,33.94,0.0,97.6
2022,2,19,14,11.35,34.06,0.0,97.51
2022,2,19,15,11.6,36.06,0.0,97.47
2022,2,19,16,12.02,40.44,0.0,97.48
2022,2,19,17,13.37,52.25,0.0,97.54
2022,2,19,18,13.79,60.38,0.0,97.62
2022,2,19,19,13.67,63.62,0.0,97.72
2022,2,19,20,13.49,65.81,0.0,97.8
2022,2,19,21,13.55,68.5,0.0,97.86
2022,2,19,22,13.37,70.06,0.0,97.88
2022,2,19,23,13.24,72.31,0.0,97.89
2022,2,20,0,13.06,74.69,0.0,97.86
2022,2,20,1,12.94,77.0,0.0,97.82
2022,2,20,2,12.82,78.44,0.0,97.78
2022,2,20,3,12.63,78.62,0.0,97.76
2022,2,20,4,12.57,79.19,0.0,97.77
2022,2,20,5,12.51,79.75,0.0,97.82
2022,2,20,6,12.76,75.75,0.0,97.89
2022,2,20,7,12.57,62.56,0.0,97.96
2022,2,20,8,12.57,53.62,0.0,98.0
2022,2,20,9,12.45,47.44,0.0,98.01
2022,2,20,10,12.51,43.81,0.0,97.93
2022,2,20,11,12.7,41.5,0.01,97.81
2022,2,20,12,12.76,39.69,0.01,97.68
2022,2,20,13,12.7,38.19,0.01,97.55
2022,2,20,14,12.51,37.5,0.01,97.45
2022,2,20,15,12.33,37.75,0.01,97.41
2022,2,20,16,12.57,41.25,0.0,97.45
2022,2,20,17,13.67,51.81,0.0,97.51
2022,2,20,18,13.18,54.75,0.0,97.6
2022,2,20,19,14.1,62.56,0.0,97.71
2022,2,20,20,14.4,66.81,0.0,97.8
2022,2,20,21,13.98,66.5,0.0,97.85
2022,2,20,22,13.67,67.0,0.0,97.87
2022,2,20,23,13.55,69.19,0.0,97.84
2022,2,21,0,13.55,72.12,0.0,97.79
2022,2,21,1,13.49,74.12,0.0,97.73
2022,2,21,2,13.37,75.5,0.0,97.71
2022,2,21,3,13.31,76.88,0.0,97.71
2022,2,21,4,13.18,78.81,0.0,97.75
2022,2,21,5,13.06,80.25,0.0,97.81
2022,2,21,6,13.0,75.0,0.0,97.88
2022,2,21,7,12.63,62.12,0.0,97.92
2022,2,21,8,12.39,52.62,0.0,97.95
2022,2,21,9,12.21,46.12,0.0,97.95
2022,2,21,10,12.45,42.88,0.0,97.88
2022,2,21,11,12.82,41.19,0.0,97.78
2022,2,21,12,12.94,39.75,0.0,97.68
2022,2,21,13,12.94,38.94,0.0,97.58
2022,2,21,14,12.94,38.94,0.0,97.5
2022,2,21,15,12.94,40.81,0.0,97.48
2022,2,21,16,13.49,45.31,0.0,97.5
2022,2,21,17,15.62,60.81,0.0,97.55
2022,2,21,18,15.75,67.0,0.0,97.62
2022,2,21,19,15.81,70.25,0.0,97.72
2022,2,21,20,16.05,74.25,0.0,97.8
2022,2,21,21,16.05,76.5,0.0,97.85
2022,2,21,22,15.69,75.94,0.0,97.85
2022,2,21,23,15.08,74.31,0.0,97.85
2022,2,22,0,14.77,76.31,0.0,97.82
2022,2,22,1,14.47,77.69,0.0,97.78
2022,2,22,2,14.16,79.06,0.0,97.77
2022,2,22,3,13.98,80.56,0.0,97.79
2022,2,22,4,13.79,82.0,0.0,97.84
2022,2,22,5,13.55,83.12,0.0,97.9
2022,2,22,6,13.55,78.31,0.0,97.95
2022,2,22,7,12.63,61.81,0.0,98.0
2022,2,22,8,11.54,49.31,0.0,98.03
2022,2,22,9,10.8,41.25,0.0,98.01
2022,2,22,10,11.05,38.44,0.0,97.94
2022,2,22,11,11.66,37.94,0.0,97.83
2022,2,22,12,12.08,37.38,0.0,97.71
2022,2,22,13,12.08,36.25,0.0,97.59
2022,2,22,14,11.96,35.56,0.0,97.5
2022,2,22,15,12.15,37.31,0.0,97.45
2022,2,22,16,12.88,42.62,0.0,97.46
2022,2,22,17,15.26,58.38,0.0,97.5
2022,2,22,18,15.62,65.69,0.0,97.56
2022,2,22,19,16.11,71.25,0.0,97.66
2022,2,22,20,16.24,74.5,0.0,97.77
2022,2,22,21,16.11,75.56,0.0,97.83
2022,2,22,22,15.56,74.56,0.0,97.85
2022,2,22,23,14.83,74.5,0.0,97.85
2022,2,23,0,14.4,74.81,0.0,97.82
2022,2,23,1,14.1,76.12,0.0,97.79
2022,2,23,2,13.79,77.75,0.0,97.78
2022,2,23,3,13.49,79.06,0.0,97.79
2022,2,23,4,13.18,80.19,0.0,97.82
2022,2,23,5,12.94,80.88,0.0,97.88
2022,2,23,6,12.88,75.19,0.0,97.95
2022,2,23,7,12.21,60.19,0.0,98.0
2022,2,23,8,11.35,48.19,0.0,98.03
2022,2,23,9,10.99,41.0,0.0,98.02
2022,2,23,10,11.17,38.31,0.0,97.94
2022,2,23,11,11.54,37.12,0.0,97.81
2022,2,23,12,11.78,36.19,0.0,97.67
2022,2,23,13,11.84,35.25,0.0,97.55
2022,2,23,14,11.84,35.25,0.0,97.45
2022,2,23,15,11.84,36.06,0.0,97.41
2022,2,23,16,12.33,39.88,0.0,97.42
2022,2,23,17,14.65,54.88,0.0,97.47
2022,2,23,18,14.71,58.56,0.0,97.55
2022,2,23,19,14.83,61.31,0.0,97.65
2022,2,23,20,15.44,67.0,0.0,97.77
2022,2,23,21,15.62,69.62,0.0,97.84
2022,2,23,22,15.32,69.69,0.01,97.85
2022,2,23,23,15.14,70.56,0.01,97.82
2022,2,24,0,15.2,72.75,0.01,97.77
2022,2,24,1,15.14,75.0,0.01,97.72
2022,2,24,2,15.08,76.62,0.0,97.69
2022,2,24,3,14.89,77.69,0.0,97.71
2022,2,24,4,14.65,78.69,0.0,97.75
2022,2,24,5,14.47,80.12,0.0,97.82
2022,2,24,6,14.34,76.69,0.0,97.91
2022,2,24,7,13.37,63.06,0.0,97.98
2022,2,24,8,12.15,50.81,0.0,98.04
2022,2,24,9,11.05,41.31,0.0,98.04
2022,2,24,10,10.56,36.06,0.0,97.97
2022,2,24,11,10.8,34.5,0.0,97.85
2022,2,24,12,10.8,32.75,0.0,97.71
2022,2,24,13,10.56,31.0,0.0,97.58
2022,2,24,14,10.44,30.56,0.0,97.47
2022,2,24,15,10.56,31.75,0.0,97.41
2022,2,24,16,11.29,36.06,0.0,97.4
2022,2,24,17,13.31,48.56,0.0,97.42
2022,2,24,18,13.31,53.56,0.0,97.48
2022,2,24,19,14.34,63.06,0.0,97.56
2022,2,24,20,14.53,66.25,0.0,97.66
2022,2,24,21,14.71,68.06,0.0,97.73
2022,2,24,22,14.71,69.94,0.0,97.77
2022,2,24,23,14.71,70.94,0.0,97.79
2022,2,25,0,14.95,73.75,0.01,97.77
2022,2,25,1,15.32,77.0,0.01,97.74
2022,2,25,2,15.62,80.12,0.02,97.73
2022,2,25,3,15.81,82.19,0.01,97.75
2022,2,25,4,15.81,83.44,0.01,97.79
2022,2,25,5,15.75,83.69,0.01,97.86
2022,2,25,6,15.75,80.62,0.01,97.94
2022,2,25,7,15.14,70.5,0.0,98.0
2022,2,25,8,14.4,60.12,0.0,98.04
2022,2,25,9,13.92,51.5,0.0,98.04
2022,2,25,10,13.67,46.56,0.0,97.96
2022,2,25,11,13.55,42.12,0.0,97.83
2022,2,25,12,12.94,37.62,0.0,97.7
2022,2,25,13,12.02,33.38,0.0,97.57
2022,2,25,14,11.17,30.56,0.0,97.48
2022,2,25,15,10.74,30.38,0.0,97.44
2022,2,25,16,11.6,35.81,0.0,97.47
2022,2,25,17,14.4,54.31,0.0,97.53
2022,2,25,18,14.89,63.31,0.0,97.64
2022,2,25,19,15.32,68.19,0.0,97.75
2022,2,25,20,15.44,70.94,0.0,97.84
2022,2,25,21,15.38,72.44,0.0,97.91
2022,2,25,22,15.38,74.62,0.0,97.94
2022,2,25,23,15.08,75.44,0.0,97.94
2022,2,26,0,14.95,74.62,0.0,97.9
2022,2,26,1,14.77,74.94,0.0,97.85
2022,2,26,2,14.59,76.44,0.01,97.82
2022,2,26,3,14.34,77.94,0.0,97.81
2022,2,26,4,14.16,78.94,0.0,97.84
2022,2,26,5,13.98,79.94,0.0,97.89
2022,2,26,6,14.16,75.81,0.0,97.98
2022,2,26,7,13.43,62.0,0.0,98.05
2022,2,26,8,12.7,51.5,0.0,98.09
2022,2,26,9,12.21,44.5,0.0,98.1
2022,2,26,10,12.51,42.06,0.0,98.04
2022,2,26,11,12.94,40.81,0.0,97.91
2022,2,26,12,13.12,39.62,0.0,97.77
2022,2,26,13,13.12,38.75,0.0,97.65
2022,2,26,14,13.06,38.75,0.0,97.55
2022,2,26,15,13.18,41.31,0.0,97.53
2022,2,26,16,13.37,44.94,0.0,97.56
2022,2,26,17,15.32,58.75,0.0,97.65
2022,2,26,18,16.11,67.31,0.0,97.75
2022,2,26,19,16.24,71.31,0.0,97.86
2022,2,26,20,16.05,73.94,0.0,97.93
2022,2,26,21,15.75,75.62,0.0,97.95
2022,2,26,22,15.26,75.19,0.0,97.95
2022,2,26,23,14.71,74.06,0.0,97.93
2022,2,27,0,14.28,72.88,0.0,97.87
2022,2,27,1,13.92,72.75,0.0,97.83
2022,2,27,2,13.67,73.69,0.0,97.82
2022,2,27,3,13.55,74.88,0.0,97.84
2022,2,27,4,13.37,75.81,0.0,97.89
2022,2,27,5,13.18,76.88,0.0,97.94
2022,2,27,6,13.31,72.69,0.0,98.01
2022,2,27,7,12.7,59.25,0.0,98.05
2022,2,27,8,12.27,50.19,0.0,98.07
2022,2,27,9,11.78,42.94,0.0,98.07
2022,2,27,10,11.84,39.75,0.0,98.0
2022,2,27,11,12.21,38.69,0.0,97.86
2022,2,27,12,12.33,37.62,0.0,97.73
2022,2,27,13,12.33,37.19,0.0,97.6
2022,2,27,14,12.39,37.38,0.0,97.51
2022,2,27,15,12.63,39.69,0.0,97.47
2022,2,27,16,13.12,44.06,0.0,97.49
2022,2,27,17,14.95,57.0,0.0,97.55
2022,2,27,18,15.26,63.94,0.01,97.63
2022,2,27,19,15.32,67.19,0.0,97.73
2022,2,27,20,15.14,69.19,0.0,97.81
2022,2,27,21,14.71,68.94,0.0,97.86
2022,2,27,22,14.34,70.0,0.0,97.86
2022,2,27,23,13.92,70.88,0.0,97.84
2022,2,28,0,13.55,71.62,0.0,97.79
2022,2,28,1,13.37,73.12,0.02,97.74
2022,2,28,2,13.12,73.69,0.03,97.74
2022,2,28,3,12.94,74.44,0.04,97.76
2022,2,28,4,12.82,75.88,0.03,97.8
2022,2,28,5,12.7,76.75,0.02,97.88
2022,2,28,6,12.63,72.38,0.01,97.96
2022,2,28,7,12.21,60.88,0.0,98.0
2022,2,28,8,11.72,50.38,0.0,98.0
2022,2,28,9,11.66,44.06,0.0,97.98
2022,2,28,10,11.84,40.56,0.0,97.89
2022,2,28,11,12.45,39.88,0.0,97.76
2022,2,28,12,12.63,38.69,0.01,97.63
2022,2,28,13,12.63,37.88,0.01,97.52
2022,2,28,14,12.51,38.5,0.02,97.43
2022,2,28,15,12.51,39.94,0.02,97.42
2022,2,28,16,12.7,42.94,0.01,97.47
2022,2,28,17,13.49,51.38,0.01,97.55
2022,2,28,18,14.53,62.0,0.02,97.67
2022,2,28,19,14.22,65.38,0.03,97.78
2022,2,28,20,13.73,67.12,0.02,97.85
2022,2,28,21,13.37,68.38,0.02,97.89
2022,2,28,22,13.0,68.44,0.01,97.88
2022,2,28,23,12.63,68.62,0.01,97.84
2022,3,1,0,12.33,69.19,0.0,97.77
2022,3,1,1,12.21,69.06,0.0,97.72
2022,3,1,2,12.08,68.81,0.0,97.7
2022,3,1,3,12.15,70.38,0.0,97.72
2022,3,1,4,12.21,72.75,0.0,97.76
2022,3,1,5,12.08,74.5,0.0,97.83
2022,3,1,6,12.21,71.0,0.0,97.91
2022,3,1,7,12.08,60.06,0.0,97.97
2022,3,1,8,11.9,50.62,0.0,97.99
2022,3,1,9,11.66,43.25,0.0,97.97
2022,3,1,10,11.6,39.06,0.0,97.89
2022,3,1,11,12.02,37.62,0.0,97.78
2022,3,1,12,12.08,36.31,0.0,97.65
2022,3,1,13,12.02,35.25,0.01,97.52
2022,3,1,14,11.84,35.19,0.02,97.43
2022,3,1,15,11.78,36.56,0.03,97.4
2022,3,1,16,12.02,39.94,0.02,97.44
2022,3,1,17,13.79,52.56,0.01,97.54
2022,3,1,18,14.1,57.0,0.01,97.66
2022,3,1,19,14.4,62.0,0.02,97.79
2022,3,1,20,14.71,65.81,0.05,97.87
2022,3,1,21,14.71,68.0,0.05,97.93
2022,3,1,22,14.34,66.81,0.06,97.92
2022,3,1,23,13.98,67.19,0.06,97.92
2022,3,2,0,13.67,68.0,0.06,97.86
2022,3,2,1,13.31,68.19,0.05,97.8
2022,3,2,2,13.0,68.44,0.02,97.8
2022,3,2,3,12.82,69.69,0.0,97.8
2022,3,2,4,12.7,71.44,0.0,97.82
2022,3,2,5,12.57,72.5,0.0,97.85
2022,3,2,6,12.45,68.12,0.0,97.93
2022,3,2,7,12.02,56.25,0.0,97.97
2022,3,2,8,11.17,44.38,0.0,98.02
2022,3,2,9,10.56,36.88,0.0,97.99
2022,3,2,10,10.8,34.25,0.0,97.95
2022,3,2,11,11.05,32.69,0.0,97.82
2022,3,2,12,11.17,31.5,0.0,97.69
2022,3,2,13,11.17,30.81,0.0,97.58
2022,3,2,14,11.11,30.88,0.0,97.47
2022,3,2,15,11.23,32.56,0.0,97.47
2022,3,2,16,11.84,37.25,0.0,97.5
2022,3,2,17,13.06,46.5,0.02,97.57
2022,3,2,18,14.28,56.75,0.05,97.69
2022,3,2,19,14.95,62.88,0.08,97.78
2022,3,2,20,15.32,67.31,0.09,97.88
2022,3,2,21,15.44,70.0,0.07,97.93
2022,3,2,22,15.26,71.0,0.05,97.93
2022,3,2,23,14.83,70.31,0.01,97.93
2022,3,3,0,14.4,69.75,0.01,97.86
2022,3,3,1,14.04,69.44,0.0,97.82
2022,3,3,2,13.55,68.62,0.0,97.79
2022,3,3,3,12.94,67.31,0.0,97.8
2022,3,3,4,12.57,67.25,0.0,97.83
2022,3,3,5,12.33,68.56,0.0,97.9
2022,3,3,6,11.96,65.0,0.0,97.97
2022,3,3,7,11.05,52.88,0.0,98.01
2022,3,3,8,10.07,40.81,0.0,98.05
2022,3,3,9,9.95,34.69,0.0,98.02
2022,3,3,10,10.44,33.19,0.0,97.96
2022,3,3,11,10.8,32.12,0.0,97.81
2022,3,3,12,10.68,30.31,0.0,97.7
2022,3,3,13,10.5,29.38,0.0,97.57
2022,3,3,14,10.38,29.0,0.0,97.48
2022,3,3,15,10.19,29.25,0.0,97.46
2022,3,3,16,10.13,30.5,0.0,97.46
2022,3,3,17,11.47,39.31,0.0,97.52
2022,3,3,18,13.0,50.12,0.0,97.59
2022,3,3,19,13.06,52.25,0.0,97.68
2022,3,3,20,13.18,54.5,0.0,97.77
2022,3,3,21,13.24,56.5,0.0,97.85
2022,3,3,22,13.0,57.12,0.0,97.89
2022,3,3,23,12.88,58.94,0.0,97.9
2022,3,4,0,12.82,61.12,0.0,97.89
2022,3,4,1,12.63,62.06,0.0,97.83
2022,3,4,2,12.51,62.44,0.0,97.83
2022,3,4,3,12.39,63.44,0.0,97.8
2022,3,4,4,12.33,65.62,0.0,97.84
2022,3,4,5,12.15,66.5,0.0,97.9
2022,3,4,6,11.96,64.12,0.0,97.98
2022,3,4,7,11.54,55.62,0.0,98.02
2022,3,4,8,11.05,45.38,0.0,98.05
2022,3,4,9,10.86,38.12,0.0,98.06
2022,3,4,10,11.11,35.06,0.0,97.99
2022,3,4,11,11.05,32.06,0.0,97.86
2022,3,4,12,10.8,29.88,0.0,97.7
2022,3,4,13,10.44,27.88,0.0,97.6
2022,3,4,14,10.01,26.56,0.0,97.5
2022,3,4,15,9.83,27.0,0.0,97.45
2022,3,4,16,9.95,29.38,0.0,97.47
2022,3,4,17,11.41,38.5,0.0,97.56
2022,3,4,18,13.06,50.81,0.0,97.67
2022,3,4,19,13.18,54.12,0.0,97.75
2022,3,4,20,13.31,57.06,0.0,97.85
2022,3,4,21,13.24,58.75,0.0,97.91
2022,3,4,22,12.94,59.69,0.0,97.93
2022,3,4,23,12.63,61.12,0.0,97.91
2022,3,5,0,12.33,61.69,0.0,97.84
2022,3,5,1,12.08,61.75,0.0,97.8
2022,3,5,2,11.84,62.12,0.0,97.75
2022,3,5,3,11.72,63.75,0.0,97.76
2022,3,5,4,11.72,65.38,0.0,97.73
2022,3,5,5,11.72,67.38,0.0,97.8
2022,3,5,6,11.66,64.56,0.0,97.85
2022,3,5,7,11.6,56.06,0.0,97.9
2022,3,5,8,11.29,45.75,0.0,97.94
2022,3,5,9,10.99,38.19,0.0,97.94
2022,3,5,10,11.11,34.56,0.0,97.89
2022,3,5,11,11.11,32.31,0.0,97.78
2022,3,5,12,10.99,30.62,0.0,97.68
2022,3,5,13,10.93,30.0,0.0,97.58
2022,3,5,14,10.93,30.0,0.0,97.47
2022,3,5,15,10.99,31.25,0.0,97.42
2022,3,5,16,11.23,33.88,0.0,97.46
2022,3,5,17,12.33,41.88,0.0,97.49
2022,3,5,18,13.55,50.94,0.0,97.6
2022,3,5,19,13.85,54.38,0.0,97.7
2022,3,5,20,13.92,56.75,0.0,97.82
2022,3,5,21,14.1,60.56,0.0,97.87
2022,3,5,22,14.04,63.88,0.0,97.88
2022,3,5,23,13.92,64.5,0.0,97.89
2022,3,6,0,13.79,65.5,0.0,97.87
2022,3,6,1,13.55,66.0,0.0,97.82
2022,3,6,2,13.37,66.12,0.0,97.78
2022,3,6,3,13.24,66.44,0.0,97.81
2022,3,6,4,13.06,67.81,0.0,97.81
2022,3,6,5,12.82,68.75,0.0,97.87
2022,3,6,6,12.57,64.62,0.0,97.92
2022,3,6,7,12.02,54.12,0.0,97.97
2022,3,6,8,11.29,43.19,0.0,97.98
2022,3,6,9,10.56,35.0,0.0,97.97
2022,3,6,10,10.68,32.06,0.0,97.89
2022,3,6,11,10.38,28.81,0.0,97.79
2022,3,6,12,10.07,26.56,0.0,97.65
2022,3,6,13,10.13,26.31,0.0,97.51
2022,3,6,14,10.38,27.25,0.0,97.44
2022,3,6,15,10.62,29.06,0.0,97.41
2022,3,6,16,10.86,32.31,0.0,97.44
2022,3,6,17,12.15,40.25,0.0,97.54
2022,3,6,18,13.85,51.62,0.0,97.62
2022,3,6,19,14.22,56.62,0.0,97.73
2022,3,6,20,14.47,60.5,0.0,97.82
2022,3,6,21,14.53,62.88,0.0,97.86
2022,3,6,22,14.4,63.81,0.0,97.85
2022,3,6,23,14.28,64.94,0.0,97.79
2022,3,7,0,14.16,65.38,0.0,97.74
2022,3,7,1,13.98,66.12,0.0,97.68
2022,3,7,2,13.92,66.5,0.01,97.62
2022,3,7,3,13.98,67.06,0.01,97.61
2022,3,7,4,13.98,68.5,0.01,97.63
2022,3,7,5,14.04,70.44,0.01,97.69
2022,3,7,6,14.22,67.31,0.02,97.78
2022,3,7,7,14.59,60.88,0.03,97.85
2022,3,7,8,14.22,52.94,0.02,97.88
2022,3,7,9,13.67,45.94,0.02,97.88
2022,3,7,10,13.24,40.94,0.03,97.84
2022,3,7,11,13.06,37.81,0.03,97.72
2022,3,7,12,13.24,37.06,0.03,97.56
2022,3,7,13,13.31,36.81,0.03,97.45
2022,3,7,14,13.43,38.5,0.04,97.34
2022,3,7,15,13.55,40.31,0.03,97.3
2022,3,7,16,13.55,42.38,0.01,97.32
2022,3,7,17,14.1,47.56,0.0,97.36
2022,3,7,18,15.32,55.81,0.01,97.44
2022,3,7,19,15.69,60.81,0.03,97.53
2022,3,7,20,15.62,63.62,0.03,97.59
2022,3,7,21,15.69,66.88,0.07,97.65
2022,3,7,22,15.75,69.56,0.08,97.65
2022,3,7,23,15.75,71.44,0.1,97.67
2022,3,8,0,15.69,72.12,0.14,97.62
2022,3,8,1,15.81,73.38,0.18,97.55
2022,3,8,2,16.05,76.06,0.21,97.54
2022,3,8,3,16.36,78.94,0.18,97.55
2022,3,8,4,16.66,82.12,0.2,97.58
2022,3,8,5,16.85,84.81,0.19,97.65
2022,3,8,6,17.03,82.81,0.16,97.71
2022,3,8,7,16.54,73.94,0.15,97.77
2022,3,8,8,15.26,60.12,0.05,97.78
2022,3,8,9,14.16,49.88,0.02,97.76
2022,3,8,10,13.31,42.31,0.01,97.7
2022,3,8,11,12.63,37.0,0.01,97.57
2022,3,8,12,12.27,34.25,0.0,97.46
2022,3,8,13,12.02,32.75,0.0,97.32
2022,3,8,14,11.78,33.06,0.0,97.23
2022,3,8,15,11.72,34.44,0.0,97.18
2022,3,8,16,11.72,36.56,0.0,97.19
2022,3,8,17,12.76,44.88,0.0,97.25
2022,3,8,18,13.92,56.44,0.0,97.32
2022,3,8,19,14.47,61.62,0.0,97.43
2022,3,8,20,14.71,64.44,0.0,97.52
2022,3,8,21,14.95,67.38,0.0,97.57
2022,3,8,22,14.89,69.5,0.0,97.57
2022,3,8,23,14.83,71.56,0.0,97.56
2022,3,9,0,14.77,72.88,0.0,97.52
2022,3,9,1,14.83,73.25,0.01,97.5
2022,3,9,2,15.14,75.31,0.04,97.5
2022,3,9,3,15.62,78.75,0.04,97.52
2022,3,9,4,16.05,81.94,0.04,97.57
2022,3,9,5,16.24,83.62,0.02,97.64
2022,3,9,6,16.48,81.88,0.07,97.71
2022,3,9,7,15.81,71.75,0.07,97.77
2022,3,9,8,14.65,58.56,0.04,97.78
2022,3,9,9,13.92,50.06,0.02,97.78
2022,3,9,10,13.37,43.94,0.01,97.72
2022,3,9,11,12.94,39.44,0.01,97.61
2022,3,9,12,12.88,37.62,0.01,97.5
2022,3,9,13,12.7,36.25,0.01,97.38
2022,3,9,14,12.33,35.19,0.02,97.3
2022,3,9,15,11.9,35.25,0.0,97.25
2022,3,9,16,11.72,36.56,0.0,97.25
2022,3,9,17,12.45,43.44,0.0,97.3
2022,3,9,18,13.73,54.0,0.0,97.42
2022,3,9,19,14.28,59.25,0.0,97.53
2022,3,9,20,14.89,63.88,0.0,97.63
2022,3,9,21,15.38,67.56,0.0,97.69
2022,3,9,22,15.62,70.31,0.01,97.68
2022,3,9,23,15.87,73.12,0.0,97.66
2022,3,10,0,15.99,75.19,0.0,97.59
2022,3,10,1,16.11,76.56,0.01,97.57
2022,3,10,2,16.24,78.0,0.09,97.55
2022,3,10,3,16.54,80.69,0.15,97.59
2022,3,10,4,16.85,83.12,0.28,97.64
2022,3,10,5,17.09,85.19,0.53,97.71
2022,3,10,6,17.09,84.94,0.93,97.79
2022,3,10,7,16.78,81.25,1.3,97.89
2022,3,10,8,16.6,75.94,1.47,97.94
2022,3,10,9,16.36,69.19,1.37,97.94
2022,3,10,10,16.05,62.88,0.96,97.87
2022,3,10,11,15.62,57.31,0.57,97.76
2022,3,10,12,15.14,52.88,0.28,97.65
2022,3,10,13,14.71,49.81,0.1,97.53
2022,3,10,14,14.53,48.56,0.05,97.43
2022,3,10,15,14.4,49.0,0.02,97.39
2022,3,10,16,14.47,51.5,0.01,97.38
2022,3,10,17,15.56,62.06,0.0,97.44
2022,3,10,18,16.66,74.25,0.0,97.49
2022,3,10,19,16.97,78.69,0.0,97.58
2022,3,10,20,17.15,82.38,0.0,97.66
2022,3,10,21,17.21,85.0,0.0,97.7
2022,3,10,22,17.09,86.38,0.0,97.7
2022,3,10,23,16.91,86.81,0.0,97.7
2022,3,11,0,16.72,87.0,0.02,97.66
2022,3,11,1,16.54,87.12,0.04,97.59
2022,3,11,2,16.42,87.06,0.05,97.56
2022,3,11,3,16.3,87.62,0.04,97.59
2022,3,11,4,16.3,88.25,0.08,97.64
2022,3,11,5,16.36,89.19,0.11,97.71
2022,3,11,6,16.78,86.56,0.14,97.81
2022,3,11,7,16.85,78.25,0.12,97.88
2022,3,11,8,15.81,66.25,0.09,97.94
2022,3,11,9,15.14,58.12,0.08,97.94
